sampleId	taxonId	weight
12963	10313	0.015736725
12963	10326	0.045243083
12963	10337	18.84866189
12963	10345	0.008851908
12963	10356	0.072782351
12963	10363	0.170153335
12963	10364	0.01868736
12963	10366	0.057045627
12963	10403	0.110157072
12963	10487	0.024588632
12963	10492	0.026555723
12963	10537	0.156383701
12963	10546	0.041308902
12963	10576	0.05016081
12963	10677	0.020654451
12963	10705	0.022621542
12963	10744	0.140646976
12963	10840	0.044259538
12963	10859	0.041308902
12963	10910	0.042292447
12963	10936	0.060979808
12963	10943	0.01672027
12963	10963	0.165235608
12963	11136	0.057045627
12963	11206	0.021637996
12963	11496	0.200643239
12963	11512	0.045243083
12963	11556	0.075732987
12963	11610	0.046226629
12963	11691	0.030489904
12963	11780	2.402801137
12963	11975	0.053111446
12963	12128	0.101305165
12963	12337	1.07698209
12963	12346	0.017703815
12963	12416	0.012786089
12963	12446	0.896993302
12963	12539	11.44650005
12963	12541	0.021637996
12963	12542	0.89109203
12963	12546	0.169169789
12963	12549	0.01672027
12963	12551	0.015736725
12963	12552	9.84E-04
12963	12553	0.043275993
12963	12581	0.12097607
12963	12611	0.022621542
12963	12635	0.034424085
12963	12652	0.023605087
12963	12657	0.022621542
12965	1289	0.106059679
12965	3070	0.030594138
12965	5993	0.014277264
12965	5996	0.020396092
12965	5998	4.793081646
12965	6007	3.754920557
12965	6039	0.014277264
12965	6047	0.007138632
12965	6048	0.019376288
12965	6138	0.008158437
12965	6139	0.743437557
12965	10071	0.015297069
12965	10073	0.100960656
12965	10075	0.042831793
12965	10079	0.485426992
12965	10080	0.186624243
12965	10084	0.007138632
12965	10085	0.088723001
12965	10092	0.024475311
12965	10097	0.06424769
12965	10099	0.003059414
12965	10103	0.098921047
12965	10112	0.041811989
12965	10138	0.01325746
12965	10141	0.033653552
12965	10166	0.151950886
12965	10193	0.035693161
12965	10204	0.044871403
12965	10242	1.023883824
12965	10245	0.035693161
12965	10251	5.543657835
12965	10252	0.424238716
12965	10258	10.20008566
12965	10262	0.012237655
12965	10266	4.817556956
12965	10274	0.012237655
12965	10326	0.023455506
12965	10337	0.020396092
12965	10345	0.003059414
12965	10356	0.040792184
12965	10363	0.018356483
12965	10373	0.006118828
12965	10423	0.033653552
12965	10487	0.014277264
12965	10492	0.028554529
12965	10527	1.023883824
12965	10537	0.298802749
12965	10546	0.061188276
12965	10563	0.210079749
12965	10744	0.091782414
12965	10840	0.087703196
12965	10859	0.043851598
12965	10867	0.009178241
12965	10909	0.005099023
12965	10910	0.015297069
12965	10914	0.191723266
12965	10936	0.011217851
12965	10954	0.025495115
12965	10963	0.402822819
12965	11116	0.020396092
12965	11136	0.696526546
12965	11185	0.007138632
12965	11206	0.008158437
12965	11275	0.034673357
12965	11321	0.055069449
12965	11377	0.014277264
12965	11496	0.070366518
12965	11505	0.011217851
12965	11512	0.004079218
12965	11556	0.011217851
12965	11610	0.018356483
12965	11637	0.003059414
12965	11691	0.012237655
12965	11696	0.010198046
12965	11721	0.045891207
12965	11751	0.008158437
12965	11780	0.318179037
12965	11822	51.25537947
12965	11896	0.007138632
12965	11975	0.020396092
12965	12128	0.048950621
12965	12294	0.005099023
12965	12337	0.543555855
12965	12346	0.048950621
12965	12453	0.008158437
12965	12539	9.159884966
12965	12541	0.621061005
12965	12542	0.942299455
12965	12546	0.048950621
12965	12551	0.010198046
12965	12564	0.007138632
12965	12566	0.012237655
12965	12568	0.009178241
12965	12576	0.072406127
12965	12583	0.007138632
12965	12597	0.010198046
12965	12602	0.072406127
12965	12607	0.018356483
12965	12622	0.005099023
12965	12647	0.006118828
12965	12725	0.009178241
12965	12749	0.007138632
12965	12750	0.007138632
12966	1289	0.034032765
12966	3070	0.024644416
12966	5998	1.106651645
12966	6007	1.502135849
12966	6047	0.024644416
12966	6139	0.010561893
12966	10071	0.01290898
12966	10073	0.170163827
12966	10076	0.03872694
12966	10079	0.397831291
12966	10080	0.041074027
12966	10085	0.085668685
12966	10091	0.011735436
12966	10092	0.069239074
12966	10097	0.048115289
12966	10103	0.043421114
12966	10105	0.010561893
12966	10110	0.014082524
12966	10141	0.016429611
12966	10193	0.058677182
12966	10204	0.01290898
12966	10242	0.518706285
12966	10245	0.050462376
12966	10251	2.433929493
12966	10252	0.239402901
12966	10256	0.019950242
12966	10258	9.973947331
12966	10264	0.02581796
12966	10266	4.299863869
12966	10273	0.050462376
12966	10274	0.039900483
12966	10325	0.004694175
12966	10363	0.056330094
12966	10389	0.015256067
12966	10403	0.021123785
12966	10423	0.011735436
12966	10433	0.096230578
12966	10478	0.019950242
12966	10487	0.009388349
12966	10492	0.208890767
12966	10527	0.068065531
12966	10530	0.022297329
12966	10537	0.238229357
12966	10546	0.016429611
12966	10744	0.031685678
12966	10859	0.021123785
12966	10954	0.01290898
12966	10963	0.041074027
12966	11116	0.01290898
12966	11136	0.009388349
12966	11275	0.009388349
12966	11321	0.061024269
12966	11445	0.011735436
12966	11496	0.099751209
12966	11556	0.071586162
12966	11610	0.021123785
12966	11624	0.007041262
12966	11637	0.031685678
12966	11691	0.092709947
12966	11780	0.850819133
12966	11819	0.008214805
12966	11944	0.007041262
12966	11975	0.014082524
12966	12128	0.048115289
12966	12305	0.017603154
12966	12317	0.007041262
12966	12319	0.015256067
12966	12337	0.65601089
12966	12539	2.52311881
12966	12541	72.90053044
12966	12542	0.070412618
12966	12546	0.097404121
12966	12553	0.005867718
12966	12561	0.010561893
12966	12565	0.014082524
12966	12617	0.01290898
12966	12623	0.014082524
12966	12683	0.005867718
12966	12780	0.005867718
12966	12795	0.004694175
12967	4889	0.021287301
12967	5998	1.80555018
12967	6007	2.347408755
12967	10071	0.036768975
12967	10073	0.255447614
12967	10079	0.398653094
12967	10080	0.061926694
12967	10085	0.100630878
12967	10092	0.038704184
12967	10097	0.063861903
12967	10112	0.104501297
12967	10141	0.052250648
12967	10242	1.364322483
12967	10245	0.07160274
12967	10251	2.591245114
12967	10252	0.069667531
12967	10258	7.731160738
12967	10266	4.894144057
12967	10273	0.131594225
12967	10290	0.036768975
12967	10337	65.37136664
12967	10363	0.069667531
12967	10403	0.077408368
12967	10406	0.032898556
12967	10537	0.253512405
12967	10545	0.011611255
12967	10744	0.063861903
12967	10867	0.02515772
12967	10936	0.044509812
12967	10943	0.011611255
12967	11136	0.147075899
12967	11181	0.001935209
12967	11484	0.030963347
12967	11496	0.154816736
12967	11610	0.034833766
12967	11691	0.038704184
12967	11698	0.009676046
12967	11780	0.282540543
12967	11822	0.02322251
12967	12128	0.038704184
12967	12337	0.352208074
12967	12539	5.288926733
12967	12541	1.523009637
12967	12542	3.140844525
12967	12546	0.512830437
12967	12549	0.089019623
12967	12583	0.052250648
12967	12597	0.029028138
12967	12604	0.034833766
12967	12644	0.04838023
12967	12684	0.027092929
12968	4889	0.018177242
12968	5998	0.542520764
12968	6007	2.947509718
12968	10071	0.025168489
12968	10073	0.566291004
12968	10075	0.019575491
12968	10079	0.819374144
12968	10080	0.124444196
12968	10085	0.117452949
12968	10087	0.02237199
12968	10091	0.012584245
12968	10092	0.032159736
12968	10097	0.062921223
12968	10103	0.016778993
12968	10110	0.02377024
12968	10112	0.009787746
12968	10120	0.005592998
12968	10141	0.051735227
12968	10169	0.006991247
12968	10193	0.043345731
12968	10204	0.044743981
12968	10242	0.52853827
12968	10245	0.079700215
12968	10251	3.580916692
12968	10252	0.153807433
12968	10258	15.8729271
12968	10264	0.005592998
12968	10266	10.25336279
12968	10274	0.064319472
12968	10301	0.02237199
12968	10325	0.008389496
12968	10337	1.456975866
12968	10364	0.015380743
12968	10366	0.015380743
12968	10384	0.005592998
12968	10403	0.02377024
12968	10433	0.078301966
12968	10492	0.549512011
12968	10527	0.079700215
12968	10530	0.005592998
12968	10537	0.451634554
12968	10546	0.032159736
12968	10563	0.074107218
12968	10729	0.018177242
12968	10744	0.002796499
12968	10891	0.016778993
12968	10954	0.009787746
12968	10963	0.103470455
12968	10987	0.012584245
12968	11136	0.204144411
12968	11338	0.053133477
12968	11496	0.06851422
12968	11512	0.011185995
12968	11550	0.061522973
12968	11556	0.199949663
12968	11691	0.020973741
12968	11780	0.746665175
12968	11822	55.36368467
12968	11968	0.005592998
12968	12128	0.261472636
12968	12158	0.079700215
12968	12305	0.120249448
12968	12337	0.486590788
12968	12539	2.617522861
12968	12540	0.006991247
12968	12541	0.142621438
12968	12542	0.385916832
12968	12546	0.067115971
12968	12547	0.006991247
12968	12567	0.016778993
12968	12568	0.008389496
12968	12578	0.029363237
12969	1289	0.070172454
12969	3070	0.019137942
12969	4889	0.022682005
12969	5719	0.011341003
12969	5993	0.032605383
12969	5998	1.59411969
12969	6007	5.991593482
12969	6058	0.009214565
12969	6139	2.151246447
12969	10071	0.036149446
12969	10073	0.774023433
12969	10074	0.008505752
12969	10075	0.072298892
12969	10076	0.015593879
12969	10079	1.365882011
12969	10080	0.791034937
12969	10084	0.038984697
12969	10085	0.469942799
12969	10087	0.022682005
12969	10092	0.046072823
12969	10097	0.446551981
12969	10103	0.197049922
12969	10108	0.044655198
12969	10110	0.015593879
12969	10111	0.03189657
12969	10112	0.036149446
12969	10120	0.013467441
12969	10138	0.064501953
12969	10141	0.151685911
12969	10169	0.016302691
12969	10193	0.041111135
12969	10220	0.003544063
12969	10242	0.487663116
12969	10243	0.321092139
12969	10245	0.057413826
12969	10251	5.596076013
12969	10252	0.109865964
12969	10256	0.008505752
12969	10257	0.009923377
12969	10258	15.04100481
12969	10262	0.009214565
12969	10264	0.019846755
12969	10265	0.011341003
12969	10266	6.867685939
12969	10274	0.112701214
12969	10290	0.070172454
12969	10304	0.133256782
12969	10314	0.007088127
12969	10345	0.008505752
12969	10356	0.015593879
12969	10363	0.021973193
12969	10364	0.006379314
12969	10374	0.019846755
12969	10403	0.040402322
12969	10433	0.083639895
12969	10461	0.007088127
12969	10478	0.019846755
12969	10492	0.092854459
12969	10537	3.455461756
12969	10546	0.020555567
12969	10563	0.34802702
12969	10744	0.153812349
12969	10840	0.231781742
12969	10848	0.029061319
12969	10859	0.071590079
12969	10867	0.021973193
12969	10873	0.004252876
12969	10909	0.007088127
12969	10914	0.205555674
12969	10921	0.061666702
12969	10936	0.032605383
12969	10954	0.008505752
12969	10963	5.124006776
12969	11116	0.019137942
12969	11136	25.76817573
12969	11223	0.009923377
12969	11275	0.014885066
12969	11321	0.075134143
12969	11380	0.017720317
12969	11496	0.08505752
12969	11504	0.39055578
12969	11529	0.059540264
12969	11535	0.029061319
12969	11556	0.187835357
12969	11610	0.162318101
12969	11637	0.044655198
12969	11646	0.017720317
12969	11689	0.019137942
12969	11722	0.02126438
12969	11751	0.007088127
12969	11780	0.382758841
12969	11819	0.017011504
12969	11822	0.062375515
12969	11950	0.006379314
12969	11975	0.152394724
12969	12128	0.102069024
12969	12187	0.019137942
12969	12337	0.821513882
12969	12346	0.008505752
12969	12397	0.01063219
12969	12416	0.036858259
12969	12539	6.941402457
12969	12540	10.13743878
12969	12542	0.408984909
12969	12551	0.110574776
12969	12553	0.028352507
12969	12567	0.011341003
12969	12576	0.008505752
12969	12579	0.099233774
12969	12597	0.013467441
12969	12600	0.012049815
12969	12607	0.024099631
12969	12609	0.004961689
12969	12617	0.003544063
12969	12625	0.034731821
12969	12631	0.024099631
12969	12667	0.014885066
12969	12683	0.006379314
12969	12698	0.002126438
12969	12764	0.004252876
12970	1289	0.025526212
12970	4889	0.01489029
12970	5998	6.791036045
12970	6007	11.9356314
12970	6058	0.021271844
12970	6277	0.08296019
12970	10071	0.094659704
12970	10073	0.404165027
12970	10075	0.087214558
12970	10076	0.068069899
12970	10079	1.208240712
12970	10080	1.351825656
12970	10083	0.012763106
12970	10085	0.506269876
12970	10087	0.127631061
12970	10091	0.004254369
12970	10092	0.328649982
12970	10097	0.151030089
12970	10098	0.037225726
12970	10103	0.228672318
12970	10114	0.00957233
12970	10141	0.188255815
12970	10155	0.017017475
12970	10193	0.226545134
12970	10204	0.032971357
12970	10242	3.337552249
12970	10245	0.041480095
12970	10251	9.353229598
12970	10252	0.154220866
12970	10256	0.147839312
12970	10258	22.00040417
12970	10266	12.36957701
12970	10270	0.015953883
12970	10273	0.044670871
12970	10274	0.056370385
12970	10290	0.062751938
12970	10326	0.020208251
12970	10356	0.086150966
12970	10363	0.210591251
12970	10364	0.015953883
12970	10373	0.013826698
12970	10399	5.972070069
12970	10403	0.095723296
12970	10404	0.019144659
12970	10433	0.151030089
12970	10479	0.023399028
12970	10537	0.054243201
12970	10563	0.063815531
12970	10574	0.028716989
12970	10576	0.015953883
12970	10705	0.015953883
12970	10729	0.02446262
12970	10744	0.140394167
12970	10840	0.849810149
12970	10848	0.068069899
12970	10859	0.049988832
12970	10867	0.03403495
12970	10936	0.042543687
12970	10963	0.020208251
12970	11116	0.017017475
12970	11136	0.04892524
12970	11275	0.03403495
12970	11308	0.020208251
12970	11313	0.01489029
12970	11321	0.130821838
12970	11432	0.017017475
12970	11475	0.01489029
12970	11496	1.046574701
12970	11504	0.040416503
12970	11556	0.199955329
12970	11646	0.00957233
12970	11691	0.456281044
12970	11705	0.007445145
12970	11721	0.011699514
12970	11780	2.968485764
12970	12128	0.820029568
12970	12149	0.007445145
12970	12337	0.690271322
12970	12401	0.011699514
12970	12539	9.786111613
12970	12542	3.797024069
12970	12546	0.053179609
12970	12549	0.025526212
12970	12551	0.038289318
12970	12558	0.022335436
12970	12561	0.008508737
12970	12562	0.018081067
12970	12571	0.013826698
12970	12583	0.005317961
12970	12632	0.006381553
12970	12637	0.03403495
12970	12640	0.005317961
12970	12663	0.007445145
12970	12670	0.01489029
12970	12673	0.018081067
12970	12691	0.013826698
12970	12765	0.006381553
12970	12835	0.001063592
12971	1289	0.105772265
12971	3070	0.025590064
12971	5996	0.018766047
12971	5998	2.918120324
12971	6002	0.022178056
12971	6007	3.955370928
12971	6048	0.006824017
12971	10071	0.058857148
12971	10073	0.771966938
12971	10075	0.129656325
12971	10076	0.044356111
12971	10079	1.399776513
12971	10080	0.074211186
12971	10085	0.559569405
12971	10087	0.036679092
12971	10091	0.016207041
12971	10092	0.638898604
12971	10097	0.180836454
12971	10098	0.029002073
12971	10103	0.141598355
12971	10108	0.040944103
12971	10110	0.015354039
12971	10112	0.040944103
12971	10141	0.139039349
12971	10166	0.028149071
12971	10193	0.115155289
12971	10204	0.063975161
12971	10228	0.004265011
12971	10242	3.711412316
12971	10245	0.055445139
12971	10250	0.039238098
12971	10251	12.29090785
12971	10252	0.902476265
12971	10256	0.052886133
12971	10258	9.040116691
12971	10264	0.058857148
12971	10266	10.29744185
12971	10267	0.034120086
12971	10269	0.032414081
12971	10273	0.103213259
12971	10274	0.420530056
12971	10290	0.031561079
12971	10301	0.012795032
12971	10313	0.019619049
12971	10327	0.002559006
12971	10337	0.034120086
12971	10356	0.019619049
12971	10363	0.213250535
12971	10364	0.018766047
12971	10389	0.036679092
12971	10403	0.249076625
12971	10433	0.198749499
12971	10492	0.549333379
12971	10527	0.105772265
12971	10530	0.041797105
12971	10537	1.443279623
12971	10563	0.088712223
12971	10574	0.005118013
12971	10677	0.017913045
12971	10705	0.009383024
12971	10744	0.121126304
12971	10840	0.272960685
12971	10859	0.039238098
12971	10909	0.026443066
12971	10936	0.014501036
12971	10963	0.684960719
12971	10987	0.040944103
12971	11012	0.004265011
12971	11136	0.184248462
12971	11254	0.016207041
12971	11275	0.025590064
12971	11321	0.087859221
12971	11413	0.017913045
12971	11478	0.030708077
12971	11496	0.661929661
12971	11504	0.013648034
12971	11512	0.014501036
12971	11550	0.013648034
12971	11556	0.116008291
12971	11610	0.014501036
12971	11637	0.046915118
12971	11691	2.650277652
12971	11780	1.236853105
12971	11975	0.040944103
12971	12128	0.230310578
12971	12305	0.020472051
12971	12337	2.309076796
12971	12348	0.015354039
12971	12489	0.023031058
12971	12539	24.39842024
12971	12540	0.045209113
12971	12542	14.52065545
12971	12546	0.024737062
12971	12549	0.032414081
12971	12555	0.010236026
12971	12558	0.025590064
12971	12561	0.020472051
12971	12565	0.019619049
12971	12577	0.017913045
12971	12595	8.53E-04
12971	12596	0.019619049
12971	12597	0.023031058
12971	12598	0.020472051
12971	12604	0.009383024
12971	12613	0.048621122
12971	12632	0.017060043
12971	12636	0.032414081
12971	12698	0.010236026
12971	12706	0.009383024
12972	5998	0.518743819
12972	6007	10.62305238
12972	6058	0.027056782
12972	10071	0.2108563
12972	10073	0.874213954
12972	10075	0.258438917
12972	10076	0.782780691
12972	10079	0.238846075
12972	10080	0.170737624
12972	10085	0.317217443
12972	10092	0.237913082
12972	10097	0.043850647
12972	10110	0.073706406
12972	10111	0.079304361
12972	10119	0.113825083
12972	10141	0.065309474
12972	10166	0.034520722
12972	10175	0.033587729
12972	10193	0.035453714
12972	10213	0.016793865
12972	10242	18.25493087
12972	10243	0.250974977
12972	10245	0.821966375
12972	10251	6.69235506
12972	10252	2.575059245
12972	10256	0.355470135
12972	10258	20.62286578
12972	10264	0.201526376
12972	10266	2.304491426
12972	10273	0.509413894
12972	10274	0.182866526
12972	10325	0.013994887
12972	10327	0.01865985
12972	10330	0.069974436
12972	10337	0.264036872
12972	10356	0.088634286
12972	10363	0.259371909
12972	10364	0.01492788
12972	10403	0.417980631
12972	10537	0.283629714
12972	10705	0.030788752
12972	10744	0.060644511
12972	10859	0.027056782
12972	10914	0.052247579
12972	10963	0.439439458
12972	11308	0.140881864
12972	11361	0.041984662
12972	11380	0.016793865
12972	11394	0.037319699
12972	11421	0.049448601
12972	11496	0.076505383
12972	11533	0.054113564
12972	11556	0.077438376
12972	11610	0.032654737
12972	11617	0.041051669
12972	11665	0.029855759
12972	11691	0.060644511
12972	11700	0.033587729
12972	12326	0.274299789
12972	12337	0.138082887
12972	12466	0.027989774
12972	12539	0.150211789
12972	12540	28.61487936
12972	12542	0.147412812
12972	12549	0.043850647
12972	12551	0.01119591
12972	12552	0.073706406
12972	12555	0.034520722
12972	12557	0.086768301
12972	12569	0.088634286
12972	12624	0.046649624
12973	1289	0.021820959
12973	4889	0.007637336
12973	5998	5.102831269
12973	6007	1.722764716
12973	6058	0.014183623
12973	10071	0.026185151
12973	10073	0.221482734
12973	10075	0.05346135
12973	10079	0.194206535
12973	10080	0.177840816
12973	10085	0.120015275
12973	10092	0.021820959
12973	10097	0.14401833
12973	10098	0.004364192
12973	10103	0.075282309
12973	10112	0.21820959
12973	10193	0.018547815
12973	10204	0.008728384
12973	10241	0.040368774
12973	10242	0.693906497
12973	10251	2.914189079
12973	10252	0.166930337
12973	10258	7.463859037
12973	10264	0.029458295
12973	10266	3.302602149
12973	10273	0.094921172
12973	10337	46.21897332
12973	10363	0.013092575
12973	10399	0.13310785
12973	10412	0.049097158
12973	10537	0.17020348
12973	10546	0.033822486
12973	10560	0.021820959
12973	10744	0.020729911
12973	10859	0.007637336
12973	10936	0.01091048
12973	10954	0.044732966
12973	11308	0.044732966
12973	11496	0.152746713
12973	11504	0.046915062
12973	11556	0.128743658
